Image;Jaccard Index Axial;Jaccard Index Coronal;Jaccard Index Sagittal;Panoptic Quality Axial;Panoptic Quality Coronal;Panoptic Quality Sagittal;Dice Coefficient Axial;Dice Coefficient Coronal;Dice Coefficient Sagittal
BraTS20_Training_019;0.8401036262512207;0.8582852482795715;0.0;0.7764097874503744;0.7775773012684222;0.0;0.8138522755533449;0.8398631975410191;0.0
BraTS20_Training_021;0.6245028376579285;0.0;0.0;0.7762379687296492;0.0;0.0;0.4067734216823118;0.0;0.0
BraTS20_Training_022;0.8201012015342712;0.0;0.7622098326683044;0.7758117696189082;0.0;0.7755948991299138;0.7869726128793486;0.0;0.7042227320642401
BraTS20_Training_023;0.8763611316680908;0.8368011713027954;0.8397876620292664;0.7765942667658681;0.776561329257502;0.7772753840952035;0.8616331608931963;0.8111004617931515;0.8159563429537681
BraTS20_Training_024;0.7054285407066345;0.7067613005638123;0.6749016642570496;0.7746965389412133;0.7733262809946786;0.7705305816641349;0.6006455777921239;0.6088024300394235;0.5549768068620592
BraTS20_Training_025;0.9393981695175171;0.7603064775466919;0.8961871266365051;0.7727164773457924;0.7700043216107713;0.7730310581019525;0.9369253583786455;0.7043574612827582;0.8905901526848516
BraTS20_Training_026;0.6702197194099426;0.7109896540641785;0.6555401682853699;0.7712492753888076;0.7680049584481965;0.7644611070509277;0.5341097528055223;0.6191134935731166;0.5159334721526662
BraTS20_Training_027;0.8372936248779297;0.7988737225532532;0.846554696559906;0.7651483186328547;0.7650133610634999;0.7660714345793471;0.8112804443811423;0.7604214383875401;0.8278832768628687
BraTS20_Training_028;0.0;0.8561816811561584;0.0;0.0;0.7671603668134208;0.0;0.0;0.8363562257998777;0.0
BraTS20_Training_029;0.8668814897537231;0.9116275906562805;0.8512585163116455;0.7677613467186755;0.7687445774494935;0.7692756147460174;0.8482899110110432;0.9047491279849745;0.828039430449069
BraTS20_Training_031;0.6898197531700134;0.6263499855995178;0.0;0.7676042525402755;0.7643832219246494;0.0;0.568991660348749;0.4472215331183329;0.0
BraTS20_Training_032;0.6263833045959473;0.0;0.0;0.761458843208954;0.0;0.0;0.45215132506148614;0.0;0.0
BraTS20_Training_033;0.8753693103790283;0.9315785765647888;0.8409641981124878;0.7621615319809542;0.7643710972857864;0.7652438786891138;0.8604841244891543;0.9293409658006752;0.8177876598110061
BraTS20_Training_034;0.866805911064148;0.0;0.0;0.7656513234862632;0.0;0.0;0.8514254809549563;0.0;0.0
BraTS20_Training_035;0.0;0.7035884857177734;0.0;0.0;0.7634176010207343;0.0;0.0;0.6124286591327679;0.0
BraTS20_Training_036;0.8382576704025269;0.8286808133125305;0.0;0.7634900668767979;0.7637590756207004;0.0;0.8093412338794005;0.7972846103849209;0.0
BraTS20_Training_037;0.8337036967277527;0.8344587683677673;0.7915933728218079;0.7636447669087478;0.7623807503187463;0.7621736666193245;0.807655281296931;0.8103228216542664;0.7470733210104744
BraTS20_Training_038;0.0;0.0;0.6338326930999756;0.0;0.0;0.7593490204700246;0.0;0.0;0.47596322548950803
BraTS20_Training_039;0.7851701974868774;0.8401077389717102;0.7720739841461182;0.7592397433336795;0.7598791159396676;0.7601189823818825;0.7342019543973941;0.8174908696081334;0.7153010594072683
BraTS20_Training_040;0.8634265065193176;0.8917306661605835;0.8149660229682922;0.7612646134246679;0.7627727325840159;0.762841735100913;0.8493919550982226;0.884089579232938;0.7880885549669713
BraTS20_Training_041;0.9167724847793579;0.8221305012702942;0.690900981426239;0.764176494902119;0.7642880461040569;0.7624100093423241;0.9117886178861788;0.7956285253827559;0.5775048570635581
