Image;Perspective;Segmented;Similarity;Area Original Mask;Area Mask
BraTS20_Training_130;Sagittal;True;1.195157275748997;32589.0;13380.5
BraTS20_Training_131;Coronal;True;1.496049764236593;11093.0;3875.0
BraTS20_Training_131;Axial;True;0.008383569569464955;6008.0;3940.5
BraTS20_Training_131;Sagittal;True;0.9632640485758805;12566.5;3418.5
BraTS20_Training_132;Coronal;True;0.06513570706807137;16911.0;9335.0
BraTS20_Training_132;Axial;True;0.1265111793324361;12237.5;8793.5
BraTS20_Training_132;Sagittal;True;0.13672943596086828;16571.5;10311.5
BraTS20_Training_133;Coronal;False;0.0;0.0;0.0
BraTS20_Training_133;Axial;False;0.0;0.0;0.0
BraTS20_Training_133;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_134;Coronal;False;0.0;0.0;0.0
BraTS20_Training_134;Axial;True;2.4275631517348204;17291.5;4454.5
BraTS20_Training_134;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_135;Coronal;False;0.0;0.0;0.0
BraTS20_Training_135;Axial;False;0.0;0.0;0.0
BraTS20_Training_135;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_136;Coronal;True;0.5766855768855297;14504.5;4466.5
BraTS20_Training_136;Axial;True;0.7264993289459402;17425.0;2428.0
BraTS20_Training_136;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_137;Coronal;True;0.13038626971612893;23608.0;15960.0
BraTS20_Training_137;Axial;True;0.032252977287427154;20996.5;17958.5
BraTS20_Training_137;Sagittal;True;1.1389308956296236;27826.5;13316.5
BraTS20_Training_138;Coronal;True;0.1251561819835209;29614.0;10684.0
BraTS20_Training_138;Axial;True;0.06524496787359527;29190.5;10668.5
BraTS20_Training_138;Sagittal;True;0.2768390961545648;38273.0;14189.0
BraTS20_Training_139;Coronal;True;0.20238443308809279;6205.0;6181.5
BraTS20_Training_139;Axial;True;0.3875350820534798;4714.0;2252.0
BraTS20_Training_139;Sagittal;True;0.06242863469152263;6357.0;4908.5
BraTS20_Training_140;Coronal;True;0.052673665173316286;21749.0;14942.0
BraTS20_Training_140;Axial;True;0.07823419882106636;13489.5;11390.0
BraTS20_Training_140;Sagittal;True;0.11128922061561966;27796.0;19637.5
BraTS20_Training_141;Coronal;False;0.0;0.0;0.0
BraTS20_Training_141;Axial;False;0.0;0.0;0.0
BraTS20_Training_141;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_142;Coronal;True;0.11645694405416421;9000.5;4046.0
BraTS20_Training_142;Axial;True;0.03687968715034917;5683.5;3143.5
BraTS20_Training_142;Sagittal;True;0.043855929326096776;9635.5;3807.0
BraTS20_Training_143;Coronal;True;0.12180486865204132;43318.5;36178.5
BraTS20_Training_143;Axial;True;0.5602551524442283;32097.0;19084.0
BraTS20_Training_143;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_144;Coronal;True;0.1119066667137919;32293.0;23520.0
BraTS20_Training_144;Axial;True;0.3297768671278063;25746.5;7508.0
BraTS20_Training_144;Sagittal;True;0.10555387492798879;33228.5;15113.0
BraTS20_Training_145;Coronal;True;0.07721100359811289;18021.5;11658.0
BraTS20_Training_145;Axial;True;0.10383014534518067;15075.5;12175.0
BraTS20_Training_145;Sagittal;True;0.07115021368463398;19737.5;14874.0
BraTS20_Training_146;Coronal;True;0.04854508842361463;18092.5;12884.0
BraTS20_Training_146;Axial;True;0.01182727511974363;14368.5;10399.0
BraTS20_Training_146;Sagittal;True;0.07418715405976684;21521.0;15892.0
BraTS20_Training_147;Coronal;False;0.0;0.0;0.0
BraTS20_Training_147;Axial;False;0.0;0.0;0.0
BraTS20_Training_147;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_148;Coronal;False;0.0;0.0;0.0
BraTS20_Training_148;Axial;False;0.0;0.0;0.0
BraTS20_Training_148;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_149;Coronal;False;0.0;0.0;0.0
BraTS20_Training_149;Axial;False;0.0;0.0;0.0
BraTS20_Training_149;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_150;Coronal;True;0.3021235118329466;23420.0;11074.5
BraTS20_Training_150;Axial;True;0.20260296544935716;32299.5;10248.0
BraTS20_Training_150;Sagittal;True;0.5864767614344129;29646.0;10751.5
BraTS20_Training_151;Coronal;False;0.0;0.0;0.0
BraTS20_Training_151;Axial;True;0.09312455441360049;18598.5;13372.5
BraTS20_Training_151;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_152;Coronal;True;0.4768184611840794;22285.0;6595.0
BraTS20_Training_152;Axial;True;0.06411642771756149;14752.0;12185.0
BraTS20_Training_152;Sagittal;True;0.1521573992359304;31102.0;9841.5
BraTS20_Training_153;Coronal;True;0.1915508309081782;10492.5;7527.5
BraTS20_Training_153;Axial;True;0.0438704966299997;5623.0;4523.0
BraTS20_Training_153;Sagittal;True;0.2067348335554091;10894.5;7244.0
BraTS20_Training_154;Coronal;True;1.2169403346597976;22971.5;39882.5
BraTS20_Training_154;Axial;True;3.745068325486905;18668.0;11013.0
BraTS20_Training_154;Sagittal;True;0.04636789601282146;35213.0;32172.5
BraTS20_Training_155;Coronal;True;0.3186264180377941;24500.5;6468.5
BraTS20_Training_155;Axial;True;0.4929152046631703;13297.5;3525.0
BraTS20_Training_155;Sagittal;True;0.5151079999649161;28920.0;13216.0
BraTS20_Training_156;Coronal;True;0.6071102659746452;23235.0;10911.5
BraTS20_Training_156;Axial;True;0.16342085415783547;14878.0;10394.0
BraTS20_Training_156;Sagittal;True;0.42913214648708675;28787.5;16120.5
BraTS20_Training_157;Coronal;False;0.0;0.0;0.0
BraTS20_Training_157;Axial;True;1.3033092333969307;26148.0;3054.0
BraTS20_Training_157;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_158;Coronal;False;0.0;0.0;0.0
BraTS20_Training_158;Axial;False;0.0;0.0;0.0
BraTS20_Training_158;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_159;Coronal;False;0.0;0.0;0.0
BraTS20_Training_159;Axial;False;0.0;0.0;0.0
BraTS20_Training_159;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_160;Coronal;False;0.0;0.0;0.0
BraTS20_Training_160;Axial;False;0.0;0.0;0.0
BraTS20_Training_160;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_161;Coronal;True;0.29974154022941907;11953.5;6634.0
BraTS20_Training_161;Axial;True;0.03304281060094755;10081.5;9096.0
BraTS20_Training_161;Sagittal;True;0.446804048843829;15770.0;9080.0
BraTS20_Training_162;Coronal;True;0.25721905798389477;27834.0;12589.5
BraTS20_Training_162;Axial;True;0.05608183785309789;14056.5;10163.5
BraTS20_Training_162;Sagittal;True;0.07186487347189674;27360.0;11133.0
BraTS20_Training_163;Coronal;False;0.0;0.0;0.0
BraTS20_Training_163;Axial;True;0.8244496396973569;23910.0;13752.5
BraTS20_Training_163;Sagittal;True;1.1357021682526813;36695.5;9510.5
BraTS20_Training_164;Coronal;False;0.0;0.0;0.0
BraTS20_Training_164;Axial;True;0.04880825110979847;21319.0;10934.0
BraTS20_Training_164;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_165;Coronal;True;0.2651309991024551;30808.0;11333.5
BraTS20_Training_165;Axial;False;0.0;0.0;0.0
BraTS20_Training_165;Sagittal;True;0.20665390341907636;28380.0;12023.5
BraTS20_Training_166;Coronal;True;0.48559110509660025;28916.5;8269.5
BraTS20_Training_166;Axial;True;0.9657887371669933;19167.5;11738.5
BraTS20_Training_166;Sagittal;True;0.2236418188438204;44944.5;15431.5
BraTS20_Training_167;Coronal;False;0.0;0.0;0.0
BraTS20_Training_167;Axial;True;0.37489511074160053;12997.0;3915.5
BraTS20_Training_167;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_168;Coronal;True;0.6466743827582269;40025.0;3575.5
BraTS20_Training_168;Axial;True;0.15270306309583653;28167.0;15559.0
BraTS20_Training_168;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_169;Coronal;True;0.35777620310433333;15641.0;9734.0
BraTS20_Training_169;Axial;True;0.057817479258478965;14859.5;11448.0
BraTS20_Training_169;Sagittal;True;0.0683220511444694;24367.5;17469.0
BraTS20_Training_170;Coronal;True;1.01430108937747;15291.0;6636.5
BraTS20_Training_170;Axial;True;0.2677782095287951;10060.0;6720.0
BraTS20_Training_170;Sagittal;True;0.44026497044348845;16025.0;7027.0
BraTS20_Training_171;Coronal;True;1.4443405587421472;30506.0;11699.5
BraTS20_Training_171;Axial;True;1.2890240390398733;21324.0;6812.5
BraTS20_Training_171;Sagittal;True;0.2764065501112928;34405.0;9091.5
BraTS20_Training_172;Coronal;True;0.10204959253239876;8886.0;8108.5
BraTS20_Training_172;Axial;True;0.07443412279944614;6540.5;5066.5
BraTS20_Training_172;Sagittal;True;0.21500320016358782;15654.0;9815.0
BraTS20_Training_173;Coronal;True;11.689300539654472;18272.5;10165.5
BraTS20_Training_173;Axial;True;0.7123355995921814;13712.0;4418.0
BraTS20_Training_173;Sagittal;True;0.5919169449950826;23159.5;6166.0
BraTS20_Training_174;Coronal;True;0.37830509803428153;25374.5;11965.5
BraTS20_Training_174;Axial;True;0.10459668940794342;9901.0;5504.0
BraTS20_Training_174;Sagittal;True;0.3771703654044599;17536.0;7866.5
BraTS20_Training_175;Coronal;False;0.0;0.0;0.0
BraTS20_Training_175;Axial;False;0.0;0.0;0.0
BraTS20_Training_175;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_176;Coronal;False;0.0;0.0;0.0
BraTS20_Training_176;Axial;False;0.0;0.0;0.0
BraTS20_Training_176;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_177;Coronal;True;0.23640604202894286;1992.5;1658.5
BraTS20_Training_177;Axial;False;0.0;0.0;0.0
BraTS20_Training_177;Sagittal;True;0.20466532841559668;2496.5;1822.0
BraTS20_Training_178;Coronal;True;0.11671614943526548;27126.0;20016.0
BraTS20_Training_178;Axial;True;0.07394081383991305;19699.5;13400.5
BraTS20_Training_178;Sagittal;True;0.5362085259405794;38760.0;18462.0
BraTS20_Training_179;Coronal;True;0.8809112722325645;21903.5;8798.5
BraTS20_Training_179;Axial;True;0.6929869206920267;16577.5;6018.5
BraTS20_Training_179;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_180;Coronal;True;0.28059316197265227;33447.5;14742.0
BraTS20_Training_180;Axial;True;0.44433270656030033;34796.5;16631.5
BraTS20_Training_180;Sagittal;True;0.6528848494427171;47677.0;18194.5
BraTS20_Training_181;Coronal;False;0.0;0.0;0.0
BraTS20_Training_181;Axial;True;0.4845042817234248;13378.5;6861.5
BraTS20_Training_181;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_182;Coronal;True;2.3438886465316444;11543.5;2182.5
BraTS20_Training_182;Axial;True;0.1380968836976948;6910.0;3554.0
BraTS20_Training_182;Sagittal;True;0.3860359515464895;10601.5;5131.0
BraTS20_Training_183;Coronal;True;0.11884000774584708;42292.0;15647.0
BraTS20_Training_183;Axial;True;0.04195046193746316;15987.5;11403.5
BraTS20_Training_183;Sagittal;True;0.6070662848030698;31120.0;9146.0
BraTS20_Training_184;Coronal;True;0.08525782968457515;22331.0;18436.5
BraTS20_Training_184;Axial;True;0.047465791334260765;11745.5;9279.0
BraTS20_Training_184;Sagittal;True;0.17252015053651476;28554.0;14067.0
BraTS20_Training_185;Coronal;True;0.736751628504944;28179.5;7152.0
BraTS20_Training_185;Axial;False;0.0;0.0;0.0
BraTS20_Training_185;Sagittal;True;0.42821610960039685;36166.5;9683.5
BraTS20_Training_186;Coronal;True;0.22000488270971238;32061.5;22317.5
BraTS20_Training_186;Axial;True;0.7093686887832115;20628.5;10059.5
BraTS20_Training_186;Sagittal;True;0.11931055536310453;36349.0;15959.5
BraTS20_Training_187;Coronal;True;6.571058282914862;24168.0;27495.5
BraTS20_Training_187;Axial;True;0.3022411073370292;19380.0;14455.5
BraTS20_Training_187;Sagittal;True;0.839004342904343;30503.0;11957.5
BraTS20_Training_188;Coronal;False;0.0;0.0;0.0
BraTS20_Training_188;Axial;False;0.0;0.0;0.0
BraTS20_Training_188;Sagittal;True;0.12439643300437059;8978.5;4384.0
BraTS20_Training_189;Coronal;True;0.07772882810548787;16182.0;12529.5
BraTS20_Training_189;Axial;True;0.1760214001357371;13264.5;8037.0
BraTS20_Training_189;Sagittal;True;0.09819296919182474;18543.5;16432.5
BraTS20_Training_190;Coronal;True;0.007942476133700721;9482.0;4574.5
BraTS20_Training_190;Axial;True;1.6980705431936955;5736.5;4618.0
BraTS20_Training_190;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_191;Coronal;True;1.5584143472606238;38214.5;15386.0
BraTS20_Training_191;Axial;False;0.0;0.0;0.0
BraTS20_Training_191;Sagittal;True;0.4058716735834266;58228.0;9098.5
BraTS20_Training_192;Coronal;True;0.15889068880000107;19938.5;16489.0
BraTS20_Training_192;Axial;True;0.09492036928922806;11380.5;10266.0
BraTS20_Training_192;Sagittal;True;0.04941120847287378;23444.0;18141.5
BraTS20_Training_193;Coronal;False;0.0;0.0;0.0
BraTS20_Training_193;Axial;True;0.3775193252162346;18167.0;10693.0
BraTS20_Training_193;Sagittal;True;0.8821674945208385;26969.5;7228.5
BraTS20_Training_194;Coronal;True;0.043622062564658864;26620.5;21438.5
BraTS20_Training_194;Axial;True;0.03651634063295445;24186.0;20469.5
BraTS20_Training_194;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_195;Coronal;True;0.03903022093864156;15947.5;12493.5
BraTS20_Training_195;Axial;True;0.030857783292883745;14401.5;10565.5
BraTS20_Training_195;Sagittal;True;1.6909684646238776;21323.5;2872.5
BraTS20_Training_196;Coronal;True;0.7325028844063352;21818.0;11100.5
BraTS20_Training_196;Axial;True;0.13730022752249516;18227.0;12958.5
BraTS20_Training_196;Sagittal;True;1.1830789838998332;25271.0;4594.0
BraTS20_Training_197;Coronal;True;0.7052052613755821;28689.0;12921.0
BraTS20_Training_197;Axial;True;0.6070552160198656;22311.0;8173.5
BraTS20_Training_197;Sagittal;True;0.3216135855400587;38610.5;11230.0
BraTS20_Training_198;Coronal;False;0.0;0.0;0.0
BraTS20_Training_198;Axial;True;0.15254355784643622;18223.5;14422.0
BraTS20_Training_198;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_199;Coronal;True;0.13289343355104222;21197.5;9102.0
BraTS20_Training_199;Axial;True;0.12679880064082333;12859.0;8371.0
BraTS20_Training_199;Sagittal;True;0.277223656764443;35353.0;13855.5
BraTS20_Training_200;Coronal;True;0.20453919096167217;6026.5;3893.5
BraTS20_Training_200;Axial;True;0.08068202512373374;3813.0;2244.5
BraTS20_Training_200;Sagittal;True;0.17216701598131784;6699.0;4441.0
BraTS20_Training_201;Coronal;True;0.05592486419116366;19799.5;12934.0
BraTS20_Training_201;Axial;True;0.06773109307997893;14487.5;10246.5
BraTS20_Training_201;Sagittal;True;2.1803740138720453;26418.0;27705.5
BraTS20_Training_202;Coronal;True;0.2032238318239561;22791.0;17231.0
BraTS20_Training_202;Axial;True;0.04312353662530233;14498.0;12098.0
BraTS20_Training_202;Sagittal;True;0.05833686090904194;28450.5;18898.0
BraTS20_Training_203;Coronal;True;0.43039748702768604;10550.0;7811.0
BraTS20_Training_203;Axial;True;0.20032762285917677;7677.5;5688.5
BraTS20_Training_203;Sagittal;True;0.41028472832937457;13391.0;8739.5
BraTS20_Training_204;Coronal;True;2.1537953198465765;11440.0;8521.5
BraTS20_Training_204;Axial;True;0.09893641852911433;9988.0;5842.0
BraTS20_Training_204;Sagittal;True;0.1845527796776817;13255.0;4436.0
BraTS20_Training_205;Coronal;True;0.05291031647370348;5844.0;4482.0
BraTS20_Training_205;Axial;True;0.03936139280374498;3317.5;3318.0
BraTS20_Training_205;Sagittal;True;0.047914097483011925;5027.5;4009.0
BraTS20_Training_206;Coronal;True;0.2490991177728074;10686.0;9318.0
BraTS20_Training_206;Axial;True;0.2853627254232546;4769.5;3292.5
BraTS20_Training_206;Sagittal;True;0.10613222043863094;5163.5;3685.5
BraTS20_Training_207;Coronal;False;0.0;0.0;0.0
BraTS20_Training_207;Axial;True;0.2557634463627823;18698.5;2940.5
BraTS20_Training_207;Sagittal;True;0.6767293223474221;29326.0;7002.0
BraTS20_Training_208;Coronal;False;0.0;0.0;0.0
BraTS20_Training_208;Axial;True;0.25960871208973435;22485.5;7956.5
BraTS20_Training_208;Sagittal;True;0.5447781754329111;38823.5;9625.5
BraTS20_Training_209;Coronal;True;0.11968975975004023;18936.5;16610.0
BraTS20_Training_209;Axial;True;0.10563292527451562;18223.0;16244.5
BraTS20_Training_209;Sagittal;True;1.9651176583881207;25835.5;11377.5
BraTS20_Training_210;Coronal;True;0.11936754029016194;25402.5;16593.0
BraTS20_Training_210;Axial;True;0.5240300126516662;21740.0;12718.5
BraTS20_Training_210;Sagittal;True;0.08550630098624468;33705.0;21551.0
BraTS20_Training_211;Coronal;False;0.0;0.0;0.0
BraTS20_Training_211;Axial;True;0.03950365313929205;11280.0;10214.0
BraTS20_Training_211;Sagittal;True;0.5094323725580816;19068.0;9713.0
BraTS20_Training_212;Coronal;False;0.0;0.0;0.0
BraTS20_Training_212;Axial;False;0.0;0.0;0.0
BraTS20_Training_212;Sagittal;True;2.511484660408804;51215.5;7253.5
BraTS20_Training_213;Coronal;True;0.07157868755196972;15496.0;13170.0
BraTS20_Training_213;Axial;True;0.36588846008750214;11257.0;6783.5
BraTS20_Training_213;Sagittal;True;0.39100793258821315;16925.0;8563.0
BraTS20_Training_214;Coronal;True;0.03654893154141675;20825.5;11643.0
BraTS20_Training_214;Axial;True;0.5303163824274153;18343.5;8756.0
BraTS20_Training_214;Sagittal;True;0.12923899885328305;19874.5;9380.5
BraTS20_Training_215;Coronal;True;1.2142210352138294;15969.0;24398.5
BraTS20_Training_215;Axial;True;0.0770988821083271;15361.5;10344.0
BraTS20_Training_215;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_216;Coronal;True;1.0843757937541818;18668.0;6848.0
BraTS20_Training_216;Axial;True;1.3398327469187663;17052.5;6376.0
BraTS20_Training_216;Sagittal;True;0.9290759252083357;25818.5;13963.5
BraTS20_Training_217;Coronal;True;0.1578918881409801;12339.0;8569.0
BraTS20_Training_217;Axial;True;0.413074513599982;7186.5;3026.5
BraTS20_Training_217;Sagittal;True;0.1742721552196702;9773.0;4401.0
BraTS20_Training_218;Coronal;True;0.13497288955298234;32501.5;8028.5
BraTS20_Training_218;Axial;True;0.44683184647999846;27753.0;12355.0
BraTS20_Training_218;Sagittal;True;0.22363469370481664;41477.5;8892.0
BraTS20_Training_219;Coronal;True;0.29375241369833627;14360.0;8342.5
BraTS20_Training_219;Axial;True;1.1222617159351265;9993.0;3420.5
BraTS20_Training_219;Sagittal;True;0.10883544479207799;16449.5;10843.5
BraTS20_Training_220;Coronal;True;2.60158186019608;14127.0;14556.0
BraTS20_Training_220;Axial;True;0.11958853911134984;14222.0;4654.0
BraTS20_Training_220;Sagittal;True;0.12786647207023807;24224.5;4072.5
BraTS20_Training_221;Coronal;True;0.078831688458872;36389.5;8517.5
BraTS20_Training_221;Axial;True;0.026403351667298403;32799.0;10361.5
BraTS20_Training_221;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_222;Coronal;True;0.3762020841052066;9338.0;2003.0
BraTS20_Training_222;Axial;True;0.18125459466222127;5670.0;3172.5
BraTS20_Training_222;Sagittal;True;0.2549028626062379;14412.5;3816.0
BraTS20_Training_223;Coronal;True;0.13955421230014697;20431.5;13295.5
BraTS20_Training_223;Axial;True;0.05363882348260057;11732.0;7556.0
BraTS20_Training_223;Sagittal;True;0.10882889760852188;31781.5;13543.0
BraTS20_Training_224;Coronal;False;0.0;0.0;0.0
BraTS20_Training_224;Axial;False;0.0;0.0;0.0
BraTS20_Training_224;Sagittal;True;8.170240868778661;46200.5;8779.0
BraTS20_Training_225;Coronal;True;0.25404421064347177;42351.0;24139.0
BraTS20_Training_225;Axial;True;0.13444404528616974;37892.0;19020.0
BraTS20_Training_225;Sagittal;True;0.039721988022020954;74078.5;38932.5
BraTS20_Training_226;Coronal;True;0.04229874582437679;22990.0;12697.0
BraTS20_Training_226;Axial;True;0.40373738356904854;19084.0;15631.5
BraTS20_Training_226;Sagittal;True;0.23393479830760075;29176.0;11273.0
BraTS20_Training_227;Coronal;False;0.0;0.0;0.0
BraTS20_Training_227;Axial;True;0.1623855219353209;4223.0;512.0
BraTS20_Training_227;Sagittal;True;0.18921523206587265;7540.0;2099.5
BraTS20_Training_228;Coronal;True;0.12449729713592228;10634.0;7051.0
BraTS20_Training_228;Axial;True;0.280494276675367;7137.5;5201.0
BraTS20_Training_228;Sagittal;True;0.38690478501408065;11277.5;6121.0
BraTS20_Training_229;Coronal;True;3.051494477849847;17278.5;22754.5
BraTS20_Training_229;Axial;True;0.2682667493832118;14188.5;10898.5
BraTS20_Training_229;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_230;Coronal;True;0.20132588726309755;23558.5;9715.0
BraTS20_Training_230;Axial;True;0.0606331456770034;7050.0;4944.0
BraTS20_Training_230;Sagittal;True;0.1644787512630002;12718.5;7445.5
BraTS20_Training_231;Coronal;True;0.18641253441673972;35823.0;12069.0
BraTS20_Training_231;Axial;True;0.160265873064112;16649.0;11364.0
BraTS20_Training_231;Sagittal;True;0.3015053504123181;34254.0;12465.0
BraTS20_Training_232;Coronal;False;0.0;0.0;0.0
BraTS20_Training_232;Axial;False;0.0;0.0;0.0
BraTS20_Training_232;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_233;Coronal;True;0.6905227560523263;8449.5;1011.5
BraTS20_Training_233;Axial;True;0.5209140691981187;1884.0;968.0
BraTS20_Training_233;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_234;Coronal;False;0.0;0.0;0.0
BraTS20_Training_234;Axial;False;0.0;0.0;0.0
BraTS20_Training_234;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_235;Coronal;True;0.5124031054718757;44428.0;8047.0
BraTS20_Training_235;Axial;True;0.7780702274945366;31037.5;15562.0
BraTS20_Training_235;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_236;Coronal;False;0.0;0.0;0.0
BraTS20_Training_236;Axial;True;0.4558598034469937;18239.5;3796.5
BraTS20_Training_236;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_237;Coronal;False;0.0;0.0;0.0
BraTS20_Training_237;Axial;False;0.0;0.0;0.0
BraTS20_Training_237;Sagittal;True;0.2605989957641319;22335.5;2606.5
BraTS20_Training_238;Coronal;False;0.0;0.0;0.0
BraTS20_Training_238;Axial;True;0.03475192301140739;28852.5;24601.0
BraTS20_Training_238;Sagittal;True;3.459390039259541;51708.5;807.5
BraTS20_Training_239;Coronal;False;0.0;0.0;0.0
BraTS20_Training_239;Axial;False;0.0;0.0;0.0
BraTS20_Training_239;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_240;Coronal;False;0.0;0.0;0.0
BraTS20_Training_240;Axial;False;0.0;0.0;0.0
BraTS20_Training_240;Sagittal;True;1.3480301104909922;25287.5;2333.5
BraTS20_Training_241;Coronal;False;0.0;0.0;0.0
BraTS20_Training_241;Axial;True;0.4516121776883444;20974.5;9269.0
BraTS20_Training_241;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_242;Coronal;False;0.0;0.0;0.0
BraTS20_Training_242;Axial;True;0.23355096975707446;14792.0;7101.0
BraTS20_Training_242;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_243;Coronal;True;0.8715825468016489;16276.0;6619.0
BraTS20_Training_243;Axial;True;1.5664650780094336;11753.0;5508.0
BraTS20_Training_243;Sagittal;True;0.3796005055452684;16275.5;7259.0
BraTS20_Training_244;Coronal;True;0.1304525256183489;25645.5;15846.0
BraTS20_Training_244;Axial;True;0.16406713786238672;20214.0;13374.0
BraTS20_Training_244;Sagittal;True;0.47709421133505625;33965.0;15155.0
BraTS20_Training_245;Coronal;False;0.0;0.0;0.0
BraTS20_Training_245;Axial;True;0.16438687401750213;33506.5;10426.5
BraTS20_Training_245;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_246;Coronal;False;0.0;0.0;0.0
BraTS20_Training_246;Axial;True;0.452229460008229;18587.5;10937.5
BraTS20_Training_246;Sagittal;True;1.0398971750505077;26929.5;7086.5
BraTS20_Training_247;Coronal;True;0.26404058175843115;32476.0;16287.0
BraTS20_Training_247;Axial;True;1.0502495146507436;23946.0;8343.0
BraTS20_Training_247;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_248;Coronal;True;0.8152509263227665;26761.0;8525.5
BraTS20_Training_248;Axial;True;0.12357417630501033;18068.0;14249.5
BraTS20_Training_248;Sagittal;True;0.26273862454805613;36574.5;24235.0
BraTS20_Training_249;Coronal;True;0.47663127018827073;20346.0;7656.0
BraTS20_Training_249;Axial;True;0.08867056591908543;18326.5;6576.5
BraTS20_Training_249;Sagittal;True;0.16329769051741405;14922.0;7782.5
BraTS20_Training_250;Coronal;True;0.5494874088296176;5013.5;2409.0
BraTS20_Training_250;Axial;True;0.22993294949221105;4323.0;1466.0
BraTS20_Training_250;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_251;Coronal;True;0.23909679863504413;24694.0;11864.5
BraTS20_Training_251;Axial;True;0.23941211967622344;10232.0;5846.5
BraTS20_Training_251;Sagittal;True;0.07039469998349551;14780.5;8557.5
BraTS20_Training_252;Coronal;True;0.4222814385654647;31041.5;13976.0
BraTS20_Training_252;Axial;False;0.0;0.0;0.0
BraTS20_Training_252;Sagittal;True;0.5337463924347483;32086.0;14837.0
BraTS20_Training_253;Coronal;True;0.3622864816295529;15406.5;6865.0
BraTS20_Training_253;Axial;True;0.1886003735429178;11543.0;7853.5
BraTS20_Training_253;Sagittal;True;0.4695402216039335;19927.5;7899.5
BraTS20_Training_254;Coronal;True;0.13313353046614307;27360.0;16356.0
BraTS20_Training_254;Axial;True;0.3348741049349275;32367.0;8454.0
BraTS20_Training_254;Sagittal;True;2.3630938178267353;39481.0;37712.5
BraTS20_Training_255;Coronal;False;0.0;0.0;0.0
BraTS20_Training_255;Axial;True;0.07048794443294809;28697.5;23692.5
BraTS20_Training_255;Sagittal;True;0.0890111201348896;45477.0;33006.0
BraTS20_Training_256;Coronal;False;0.0;0.0;0.0
BraTS20_Training_256;Axial;False;0.0;0.0;0.0
BraTS20_Training_256;Sagittal;True;0.7214896365149361;45669.5;14019.5
BraTS20_Training_257;Coronal;True;14.201527815988975;9722.0;9890.0
BraTS20_Training_257;Axial;True;0.04614042008125219;5165.0;4459.5
BraTS20_Training_257;Sagittal;True;0.11575526870412828;11629.0;6530.0
BraTS20_Training_258;Coronal;True;2.4390636648285597;25903.5;10057.0
BraTS20_Training_258;Axial;True;0.6974141334396244;19318.0;11755.0
BraTS20_Training_258;Sagittal;True;1.2102172667193245;26772.5;11593.5
BraTS20_Training_259;Coronal;True;0.2924549181795483;13271.0;5386.5
BraTS20_Training_259;Axial;True;0.5156694582090668;8428.5;3801.5
BraTS20_Training_259;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_260;Coronal;False;0.0;0.0;0.0
BraTS20_Training_260;Axial;False;0.0;0.0;0.0
BraTS20_Training_260;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_261;Coronal;False;0.0;0.0;0.0
BraTS20_Training_261;Axial;False;0.0;0.0;0.0
BraTS20_Training_261;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_262;Coronal;False;0.0;0.0;0.0
BraTS20_Training_262;Axial;False;0.0;0.0;0.0
BraTS20_Training_262;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_263;Coronal;False;0.0;0.0;0.0
BraTS20_Training_263;Axial;False;0.0;0.0;0.0
BraTS20_Training_263;Sagittal;False;0.0;0.0;0.0
